"daa_id","name","address","postal_address","phone","fax","website","email","officer","facilities","access","focus","quantity","enquiries","notes","holdings","guides","references","see_also","last_updated","n_id","public","state"
"11","The Noel Butlin Archives Centre","Building 2 (R G Menzies Building), Fellows Road, Australian National University, Canberra ACT 0200
","As above
","(02) 6125-2219","(02) 6125-0140","http://www.archives.anu.edu.au","butlin.archives@anu.edu.au","University Archivist","Open Mon-Fri 9 am-5 pm. Closed weekends, public holidays and between Christmas and New Year. Please contact the Centre (by mail, email or telephone) before visiting. General reference assistance available. Copying services available. For list of professional researchers please refer to website.
","An access agreement must be signed by all researchers. Two weeks' advance notice is advisable as access may need to be cleared with the owners of the material.
","The Archives collects the records of companies and firms, trade unions, employer bodies, professional and industry related organisations and the papers of private individuals whose roles relate to the labour movement, Australian industry and public life. The history of HIV/AIDS education and prevention is documented in the National AIDS Archive Collection.
","13,087 m (ACA Australian Archival Statistics, 1998)",,,"<ul>
	 
	<li>The collections date from the 1820s and include the records of nationally significant companies such as the Australian Agricultural Company, Burns Philp, CSR Limited, Dalgety's, Elder Smith Goldsbrough Mort, Tooth's, Lindeman's, and the Adelaide Steamship Company. Records of federally-registered Australian trade unions such as the Australian Manufacturing Workers Union, the Construction Forestry Mining and Energy Union, and the Media Entertainment and Arts Alliance and many of their predecessors are held. The Archives holds the records of professional associations and industry bodies, the National AIDS Archive Collection, and an extensive collection of 19th and 20th century trade journals and union newsletters.</li> 
</ul>
","<ul>
	 
	<li>
	<div align=""left"">
	Entries in the National Library of Australia's Register of Australian Archives and Manuscripts (www.nla.gov.au/raam) and  photographs in PictureAustralia (www.pictureaustralia.org)
	</div>
	</li> 
	<li>
	<div align=""left"">
	<em>List of Holdings</em>: A summary list of major collections, updated regularly, available on web page at http://www.archives.anu.edu.au/nbac/html/listholdings.html. Finding aids are available in-house. Some form of detailed listing (item level) is available for 99% of the collection. 
	</div>
	<p align=""left"">
	Most finding aids are available free of charge via mail or email. Some large finding aids and card indexes may be consulted in the reading room only.
	</p>
	 </li> 
</ul>
",,,"2010-10-11","653","1","ACT"
"12","Pacific Manuscripts Bureau","Room 4201, Coombs Building, Research School of Pacific and Asian Studies, The Australian National University, Canberra.
","PMB, RSPAS, Australian National University, ACT 0200
","(02) 6125 2521","(02) 6125 0198","http://rspas.anu.edu.au/pambu/","pambu@coombs.anu.edu.au","Executive Officer","Open Mon-Fri 9am-5pm. General reference assistance available. Copying services for microfilms and published indexes, guides and catalogues available for sale. Introductory brochure available.
","Advance notice of visit required.
","The Bureau is a joint copying project, supported by ten Pacific research libraries, and, with the owner's permission, copies on microfilm and in digital format archives, manuscripts and rare published and semi-published materials in or relating to the Pacific Islands. Particular emphasis is placed on preservation reformatting of material in private hands and/or at risk of loss or destruction from poor storage, adverse climate, civil unrest etc. so that material is preserved for future research.
","2000 titles. Approximately 3800 reels 35mm microfilm.",,,"<ul>
	<li>American Whalers: New England Microfilming Project (NEMP) 18th/19th Century (420 reels).</li> 
	<li>Catholic Church: Oceania Marist Province Archives (OMPA) 19th Century (380 reels).</li> 
</ul>
","<ul>
	<li>
	<div align=""left"">
	Entries in National Library of Australia <em>Guide to Collections of Manuscripts Relating to Australia</em>.
	</div>
	</li> 
	<li>
	<div align=""left"">
	<em>Pacific Manuscripts Bureau Complete Annotated Catalogue, Manuscript Series Microfilms PMB 1-1030</em>. Canberra: 1991.
	</div>
	</li> 
	<li>
	<div align=""left"">
	<em>Pacific Manuscripts Bureau Complete Annotated Catalogue, Printed Document Series Microforms PMB Doc 1-400</em>. Canberra: 1991.
	</div>
	</li> 
	<li>
	<div align=""left"">
	<em>Index to Quarterly Jottings from the New Hebrides: Nos 1-284</em>. Canberra: 1988.
	</div>
	</li> 
	<li>
	<div align=""left"">
	<em>Pacific Manuscripts Bureau Book of Pacific Indexes</em>. Canberra: 1988.
	</div>
	</li> 
	<li>
	<div align=""left"">
	<em>American Whalers and Traders</em>, Canberra: 1978.
	</div>
	</li> 
	<li>
	<div align=""left"">
	</div>
	<div align=""left"">
	On-line searchable database catalogue at http://rspas.anu.edu.au/pambu/finals/searchLong.php
	</div>
	</li> 
</ul>
","<div align=""left"">
<ul>
	<li>
	<div align=""left"">
	Cunningham, A. and Maidment, E., 'The Pacific Manuscripts Bureau: preserving and disseminating Pacific documentation', <em>The   Contemorary Pacific</em>, 1996, 8(2), 443-454.
	</div>
	</li>
	<li>
	<div align=""left"">
	Wehner, M. and maidment, E., 'Ancestoral Voices: aspects of archival administration in Oceania', <em>Archives and Manuscripts</em>, 1999, 21(1), 22-41.
	</div>
	</li>
	<li>
	<div align=""left"">
	Maidment, Ewan 'Who is collecting Pacific Islands archives in Australia now?', in S Cochrane and M Quanchi (eds), <em>Hunting the Collectors: Pacific Collections in Australian Museums, Art Galleries and Archives</em>, Cambridge Scholars Publishing, Newcastle UK, 2007, 307-325.<br />
	</div>
	</li>
</ul>
</div>
<ul>
</ul>
",,"2010-10-11","654","1","ACT"
"13","Social Science Data Archives","Coombs Building, Fellows Road, Acton 2601","Australian National University, Canberra 0200","(02) 6249-4400","(02) 6249-4722","http://ssda.anu.edu.au/","ssda@anu.edu.au","Head","Open Mon-Fri 9am-5pm; closed weekends, public holidays, 24 Dec-1 Jan. General reference assistance available. Copying services for books and original records. Introductory brochure available.","Researchers must have previous affiliation with an appropriate research organisation. Advance notice of visit required.","The Social Science Data Archives acts as a repository for computer readable social science data resulting from research by academic, government and private organisations and individuals. Data sets relating to social, political and economic affairs are actively sought and contributions of data files are welcome. Copies of all data sets acquired are preserved, documented and made available to interested users for secondary analysis.",,"Research Officer",,"<ul> <li>Irving Saulwick and Associates: Age polls 1972-1981.</li> <li>Roy Morgan Research Centre: Australian Gallup Polls 1943-1968.</li> <li>McNair Anderson and Associates: Australian Gallup Polls 1975-1987.</li> <li>Australian Bureau of Statistics: Census of Population and Housing 1966-1986.</li> <li>Australian National University: National Social Science Survey 1984-1989.</li> <li>Various: ad-hoc Australian surveys 1960- ; Opinion poll data 1943.</li> <li>Department of Employment Education and Training: Australian Longitudinal Survey 1984-1989.</li> <li>Department of Emplyment Education and Training: Australian Youth Survey 1989-1994.</li> <li>Saulwick Polls 1987-1991.</li> </ul>","<ul> <li>SSDA Catalogue, 1991.</li> <li>SSDA Study Series: User's Guide for the machine readable datafiles.</li> <li>SSDA Census Series: User's Guides for the machine readable Census datafiles.</li> </ul>","<ul> <li><em>ACSPRI Newsletter and SSDA News</em>, 1980- , biannual.</li> </ul>",,"2010-10-11","655","1","ACT"
"14","Australian Senate","Parliament House, Canberra 2600","As above",,,"http://www.aph.gov.au/",,"Clerk of the Senate","Open by appointment. General reference assistance available. Limited copying facilities for books, journals and original records to A3.","Advance notice of visit required. Access to records not usually available for research requires prior approval of the Clerk of the Senate.","To ensure that the records of the Senate are retained in accordance with the standing orders of the Senate.",,,,"<ul> <li>The Senate: Bills 1901-</li> </ul>",,,,"2010-10-11","656","1","ACT"
"15","Australian War Memorial Research Centre","Treloar Crescent, Campbell 2601","GPO Box 345, Canberra 2601","(02) 6243-4315","(02) 6243-4545","http://www.awm.gov.au","info@awm.gov.au","Manager, Research Centre","Opening hours 10am-5pm Mon-Fri; 1-5pm Sat.","Commonwealth Records - Archives Act 1983 applies. Access to other records depends on the donor's authorisation.","Personal, non-government organisations and official records (as they relate to the Defence Force) relating to all wars and warlike operations in which Australia has been involved. (Printed and ephemeral material relating to the same subject).","7,349 m (ACA Australian Archival Statistics, 1998)","Research Centre",,"<ul> <li>Department of the Army: AWM 95, Australian Army commanders' diaries 1965-1972 (55.84m).</li> <li>Australian War Memorial: AWM 54, Written records 1939-1945 War; 1939- (143m). Australian Red Cross Society: Prisoner of War Care Committee and Wounded and Missing Enquiry Bureau: Administrative files (1DRL/0428) 1915-1919 (137m). Australian War Museum Committee: AWM 26, Operations files 1914-1918 War, 1916-1918; (c114m).</li> <li>Department of Defence and Department of the Army: AWM 52, 2nd AIF (Australian Imperial Force) and CMF (Commonwealth Military Forces) unit war diaries, 1939-45 War, 1939-1946 (454m); AWM 25, Written records, 1914-1918 War, 1913-1920 (112.55m); AWM 8, Unit embarkation nominal rolls, 1914-1918 War, 1914-1919 (10m); AWM 28, Recommendation files for honours and awards, AIF, 1914-1918 War, 1915-1919 (8.3m); AWM 4, Australian Imperial Force unit war diaries, 1914-1918 War, 1914-1920 (122m).</li> <li>Charles Edwin Woodrow Bean and Official History, 1914-1918 War, AWM 38, Official History, 1914-1918 War; Records of CEW Bean, Official Historian 1914-1963 (22.9m).</li> </ul>","<ul> <li>Smith, Ian K., <em>Records of war: a guide to the military history sources at the Australian War Memorial</em>. Canberra: AWM, 1996.</li> <li><em>Roll Call! A Guide to Genealogical Sources in the Australian War Memorial</em>. Canberra: AWM, 1986.</li> <li>Piggott, Michael, <em>A Guide to the Personal, Family and Official Papers of CEW Bean</em>. Canberra: AWM, 1983.</li> <li>Self, Bronwyn ,<em>Guide to the Papers of Maurice Austin</em>. July 1990.</li> <li><em>A Chronological Guide to Official Records in the Australian War Memorial's Collections.</em> Canberra: AWM, 1993.</li> </ul>","<ul> <li>MacPherson, P &amp; Piggott, M, 'Australian War Memorial' in <em>Resources for Australian Studies in the ACT</em> Canberra: CCAE, 1988): 102-126.</li> <li>Piggott, M, 'The Australian War Records Section and its Aftermath, 1917-1925' <em>Archives and Manuscripts</em> 8/2 (Dec 1980): 44-50.</li> <li>Creagh, Helen, 'Search and Re-Search: Operation Mitchell' <em>Archives and Manuscripts</em> 11/1 (May 1983): 7-13</li> <li>Hoy, Marian and MacKnight, Lorraine, 'National Database Co-operation: A Case Study' <em>Archives and Manuscripts</em> 18/2 (Nov 1990): 231-242</li> </ul>",,"2010-10-11","657","1","ACT"
"16","Canberra and District Historical Society","CMAG, 176 London Circuit, Civic Square ACT 2608","PO Box 924, Civic Square ACT 2608","(02) 6262 8881",,,,"Administrator","Open Tues-Thurs 11:30am-4:45pm; closed last week of December and all of January. General reference assistance available. Copying services for books, journals, original records to A3, photographs, newspapers and maps. Referral to paid researchers available. Introductory brochure available.","Advance notice of visit preferable.","History relating to people, places etc of the ACT.",,,"Recent publication available from CSHS: Steps to Federation, edited by Patricia Clarke, published 2001, price $33.00, includes GST.",,"<ul> <li>Gibbney, L J, <em>Historical records of the ACT</em>. CDHS, 1990.</li> </ul>",,,"2010-10-11","658","1","ACT"
"17","Commonwealth Scientific and Industrial Research Organisation (CSIRO) Corporate Records and Archives Strategies","CSIRO, Limestone Avenue, Campbell 2602","PO Box 225, Dickson 2602","(02) 6276-6010","(02) 6276-6023","http://www.csiro.au/",,"Manager","Open Mon-Fri 9am-5pm; closed public holidays. General reference assistance available. Copying services for original records to A3 and photographs.","Advance notice of visit required. Closed period of 30 years applies to most records, covered by Commonwealth legislation namely the Archives Act 1983. Commonwealth Special Access provisions apply.","CSIRO Records Management/Archives facilitates the preservation and transfer to Australian Archives of records of permanent value for use by researchers, and to comply with the organisation's scientific and administrative requirements and those of the Commonwealth Archives Act 1983. A quantity of archives is held pending transfer to Australian Archives.","Approx. 1,000m.",,,"<ul> <li>CSIRO Headquarters: Correspondence files 1916- (500m); Minutes 1916-(40m).</li> <li>CSIRO Divisions: Correspondence files 1926- (200m); Scientific records 1926-(100m).</li> </ul>",,,,"2010-10-11","659","1","ACT"
"18","Department of Defence Classified Archival Records Review (CARR)","Campbell Park Offices (CP3-7-AHS), Campbell 2601","PO Box E33, Queen Victoria Terrace, Canberra 2600","(02) 6266-4322","(02) 6266-3296","http://www.defence.gov.au/",,"Chief Executive Officer","Not open to the public.","All requests for access to Defence archival records should be addressed to the nearest branch of the Australian Archives. Requests for records without a public access status will be on forwarded by Australian Archives for attention. Applications for special access should be sent to Defence.","Responsible for the administration, and policy formulation, of the access provisions of the <em>Archives Act 1983 (Commonwealth)</em> for the Department of Defence (including the Armed Services). Assess and determine the public access status of Defence security classified archival records (30 years old) before their transfer to Australian Archives or the Australian War Memorial. Coordinate processing of applications under section 56 of the <em>Archives Act</em> for official or special access to Defence records and clear (from a security viewpoint) the resulting manuscripts.","5,000m (80% in-house)","Senior Executive Officer (Policy and Administration)",,,,,,"2010-10-11","660","1","ACT"
"20","National Library of Australia Manuscript Collection","Parkes Place, Canberra 2600","As above","(02) 6262-1250","(02) 6262-1516","http://www.nla.gov.au/ms/","mnscrpts@nla.gov.au","Manuscript Librarian","Open Mon-Fri 9am-5pm. After hours (by prior arrangement): Mon-Thur 5-9pm, Sat 9am-5pm, Sun 1:30-5pm.","Reader's ticket usually issued without any delay. Advance notice of visit desirable. Restricted records can be made available if donor/vendor gives permission to researcher.","Personal papers of Australians of national standing; records of national non-governmental organisations (other than businesses, employers' bodies and trade unions); manuscripts (individual or collections) of interest in documenting aspects of Australian history.","10,492 m (ACA Australian Archival Statistics, 1998)",,,"<ul> <li>The manuscript collection of the National Library contains about 26 million separate items or pieces. It relates predominantly to Australia, but there are also some important Papua New Guinea, New Zealand and Pacific papers. A number of European and Asian manuscript collections or single items have been received as part of formed book collections. The Australian collections date from the period of maritime exploration and settlement in the eighteenth century until the present, with the greatest area of strength dating from the 1890's onwards. <p>The collection includes a large number of outstanding single items, such as the 14th century Chertsey Cartulary, the journal of James Cook on the <em>Endeavour</em> and the diaries of Burke and Wills. A wide range of individuals and families are represented in the collection, with special strength in the fields of politics, public administration, diplomacy, theatre, art, literature, the pastoral industry and religion. Examples are the papers of Alfred Deakin, Sir John Latham, Sir Keith Murdoch, Sir Hans Heysen, Sir John Monash, Vance and Nettie Palmer, A.D. Hope, Manning Clark, David Williamson, 'W.M. Hughes, Sir Robert Menzies, Sir William McMahon, Lord Casey, Geoffrey Dutton, Peter Sculthorpe, Daisy Bates, Eddie Mabo, and Jessie Street.</p> <p>The Library has also acquired the records of many national non-governmental organisations. They include the records of the Federal Secretariats of the Liberal party, the A.L.P. and the R.S.L., the Australian Inland Mission, the Australian Union of Students, The Australian Ballet, the Australian Elizabethan Theatre Trust, the Australian Institute of Urban Studies, Australian Industries Protection League, the Australian Conservation Foundation, and the Australian Council of National Trusts. Finally, the Library holds about 37,000 reels of microfilm of manuscripts and archival records, mostly acquired overseas and predominantly of Australian and Pacific interest.</p> </li> </ul>","<ul> <li><em>Principal manuscript collections in the National Library of Australia</em>, 1992.</li> <li>Published guides to individual collections eg <em>Alfred Deakin: a guide to his papers in the National Library of Australia</em> 1979; <em>Kenneth Slessor: A guide to his papers in the National Library of Australia,</em> 1977; <em>Edward Koiki Mabo: A guide to his papers in the National Library of Australia,</em> 1995; <em>Manning Clark: A guide to his papers in the National Library of Australia,</em> 2002.</li> <li>Entries in National Library of Australia <em>Register of Australian Archives and Manuscripts</em>.</li> <li><em>Australian Joint Copying Project Handbook</em> (parts 1-11).</li> </ul>","<ul> <li>Kenny, Janice, <em>National Library of Australia; history and collections</em>. Canberra: NLA, 1984.</li> <li>Cochrane, Peter, Remarkable Occurrences; the National Library of Australia's First 100 Years 1901-2001. Canberra, NLA, 2001</li> </ul>",,"2010-10-11","662","1","ACT"
"21","National Library of Australia Oral History Collection","Parkes Place, Parkes, Canberra 2600","As above","(02) 6262-1111","(02) 6273-4492","http://www.nla.gov.au/oh/",,"Chief Oral History Officer","Open Mon-Fri 9am-4:45pm; closed weekends and Public Holidays. General reference assistance available. Copying services available for books, journals and original records to A3. Introductory brochure available.",,"Interviews with prominent Australians. Oral history interviews of a social history nature. Australian folklore recordings.","500m (5% in-house)",,,"<ul> <li>Recordings of Addresses to the National Press Club 1963-1991.</li> <li>NSW Bicentennial Oral History Project 1986-1987.</li> <li>Parliamentary Library Oral History Project 1983-1991.</li> <li>Labour Council of NSW Oral History Project:1986-1991.</li> <li>Cultural Context of Unemployment Oral History Project 1984-1986.</li> <li>John Meredith Collection of Australian Folklore 1952-1991.</li> <li>Mel Scott Collection of Oral History Interviews 1970-1978.</li> <li>NSW Council on the Ageing Oral History Project 1987.</li> <li>Hazel de Berg Collection of Oral History Interviews 1957-1984.</li> <li>Chris Sullivan Collection of Australian Folklore 1979-91.</li> <li>Alan Scott Collection of Australian Folklore 1985-1990.</li> <li>Wattle Collection of Australian Folk Music 1956-1964.</li> <li>Marion O'Connor Collection of Australian Folklore 1959-1968.</li> <li>Barbara Blackman Collection of Oral History Interviews 1982-89.</li> </ul>","<ul> <li><em>The Hazel de Berg Recordings from the Oral History Collection of the National Library of Australia</em>. Canberra: NLA, 1989.</li> </ul>",,,"2010-10-11","663","1","ACT"
"22","Abbotsleigh","1666 Pacific Highway, Wahroonga 2076","Locked Bag 1666, Wahroonga 2076","(02) 9473-7777","(02) 9473-7680","http://www.abbotsleigh.nsw.edu.au/","gleavesj@abbotsleigh.nsw.edu.au","Archivist","Abbotsleigh Archives is open Monday to Thursday 8am-4pm throughout the year, including school holidays. General reference assistance available. Copying services available for books, journals, photographs and original records to A3.","Access to Abbotsleigh Archives is by appointment only, with advance notice stating the purpose of the research.","Continuing acquisition of material relating to the School, its current and ex students and staff; with some material relating to the local areas of Wahroonga, Ku-Ring-Gai.","50m (100% in-house).",,,"<ul> <li>Secretary's Office: Student records 1913- (10m).</li> <li>Council: Minutes 1924 (3m).</li> </ul>",,,,"2010-10-11","664","1","NSW"
"23","Anglican Church Diocese of Sydney","St James' Hall, 169 Philip Street, St James, Sydney NSW 2000","PO Box Q190, Queen Victoria Building Post Office, Sydney NSW 1230","(02) 9265-1620","(02) 9232-7841","http://www.sydneyanglicanarchives.com.au ","archives@sydney.anglican.asn.au","Dr Louise Trott, Diocesan Archivist","Access by appointment only. Contact the Diocesan Archivist directly.","Access can be arranged via written application for academic or literary researchers. Written recommendation may be required.","The Diocesan Archives collects parish records created by churches within the Diocese of Sydney; administrative and financial records created by Diocesan administrative units; relevant personal papers.","(100% in-house).",,,,,,,"2011-02-21","665","1","NSW"
"24","State Records New South Wales, Sydney Reading Room","2 Globe Street, The Rocks 2000
","As above
","(02) 9673-1788","(02) 9833-4518","http://www.records.nsw.gov.au","info@records.nsw.gov.au","Director","<pre>
Services to the Public : Open Mon-Fri 9am-5pm and Sat 10am-4pm; closed Sunday and public olidays. Reference assistance available. Copying services for original ecords to A2, microfilms, photographs, maps and plans. Introductory rochures available. General reference assistance is available to eading room visitors with some limitation on enquiries by mail or hone. State Records online database (Archives Investigator and Photo Investigator) provides access to records and includes a facility to pre order records in the reading room as well as providing an online copy order service.
</pre>
","Minimum age 18 years. Application for access approved on the spot only for original records in the open access period. 2 forms of identity with signatures required. Closed period of 30 years applies to most records. Access to records not normally available for research can be gained by letter of authority from creating agency.
","To preserve records which:document government policy, determination and action; embody citizens' legal rights; and document information about their existence and identity. Records which are valuable for research on all aspects of the history and development of the State, communities, individuals, public administration.
","60,000 shelf metres (2007/08 Annual report) ","Public Access",,"<ul>
	<li>
	<div align=""left"">
	Major holdings are available from the Western Sydney Records Centre and may be pre-ordered. Uncopied records are stored at the Western Sydney Records Centre.
	</div>
	</li> 
</ul>
","<ul>
	<li>
	<div align=""left"">
	State Records NSW, Archives Investigator, on-line archives information and access system accessible at http://investigator.records.nsw.gov.au/default.aspx.
	</div>
	</li>
	<li>
	<div align=""left"">
	State Records NSW, Photo Investigator, a searchable database providingaccess to each image and its descriptive metadata, which is linked to Archives Investigator http://investigator.records.nsw.gov.au/asp/photosearch/introduction.htm
	</div>
	</li>
	<li>
	<div align=""left"">
	A current list of published guides are listed on the website at http://www.records.nsw.gov.au/archives/guides_857.asp
	</div>
	</li>
	<li>
	<div align=""left"">
	Online indexes are at http://www.records.nsw.gov.au/archives/indexes_online_3357.asp
	</div>
	</li>
	<li>
	<div align=""left"">
	State Records Authority of New South Wales, Guide to New South Wales State Archives Relating to Convicts and Convict Administration, Sydney:State Records Authority of NSW, 2006.
	</div>
	</li>
	<li>
	<div align=""left"">
	Archives Authority of New South Wales, Guide to Shipping and FreePassenger Records (2nd edition), Sydney: Archives Authority of NSW, 1984.
	</div>
	</li>
	<li>
	<div align=""left"">
	Guide to NSW State archives relating to Aboriginal people. State Records NSW 1998 (Online http://www.records.nsw.gov.au/publications/aboriginalguide/aboriginalguidetoc.htm)
	</div>
	</li>
</ul>
","<ul>
	<li>
	<div align=""left"">
	Gore, Richard 'Archives Authority of New South Wales: The First 25 years, 1961-1986' <em>Descent</em> 16/3 (September 1986).
	</div>
	</li> 
	<li>
	<div align=""left"">
	Allen, Michael 'Administration of public archives to 1988' <em>APILS</em>
	</div>
	 (March 1988).</li> 
</ul>
","<ul>
	<li>
	<div align=""left"">
	<a href=""/467.htm"">State Records New South Wales - Western Sydney Records Centre</a>
	</div>
	</li> 
	<li>
	<div align=""left"">
	<a href=""/478.htm"">State Records New South Wales - Armidale Repository</a>
	</div>
	</li> 
	<li>
	<div align=""left"">
	<a href=""/479.htm"">State Records New South Wales - Broken Hill Repository</a>
	</div>
	</li> 
	<li>
	<div align=""left"">
	<a href=""/480.htm"">State Records New South Wales - Newcastle Repository (1)</a>
	</div>
	</li> 
	<li>
	<div align=""left"">
	<a href=""/481.htm"">State Records New South Wales - Newcastle Repository (2)</a>
	</div>
	</li> 
	<li>
	<div align=""left"">
	<a href=""/482.htm"">State Records New South Wales - Wagga Wagga Repository</a>
	</div>
	</li> 
	<li>
	<div align=""left"">
	<a href=""/483.htm"">State Records New South Wales - Wollongong Repository</a>
	</div>
	</li> 
</ul>
","2010-10-11","666","1","NSW"
"25","Ashfield Municipal Council","Civic Centre, 260 Liverpool Road, Ashfield 2131","As above","(02) 9716-1272","(02) 9797-9980",,"ASH@peg.pegusus.oz.au","Archivist","Open Wed-Fri 10am-4pm; closed Mon, Tues and public holidays. General reference assistance available. Copying services and introductory brochure available.","Minimum one week needed for approval of application by General Manager, if required.
<p>1 day's advance notice of visit required detailing subject of research.</p>
","This archives functions essentially as an in-house service to Ashfield Council. The archives does not actively collect material from other sources, although some such records have been deposited in the archives in the past.","342 m (ACA Australian Archival Statistics, 1998)",,,"<ul> <li>Rate books 1872-</li> </ul>",,,,"2010-10-11","667","1","NSW"
"26","Auburn District Historical Society","Social Centre, Queen Street, Auburn 2144","PO Box 281, Auburn 2144","(02) 9643-2972",,,,"Archives Officer","Open by appointment. Reference assistance available by mail. No copying services available.",,"All material relating to the Auburn Municipality (Auburn, Lidcombe, Berala, Regents Park, Silverwater).",,,,,,,,"2010-10-11","668","1","NSW"
"27","Australasian Society for Ultrasound in Medicine","2/181 High Street, Willoughby 2068","As above","(02) 9958-7655","(02) 9958-8002","http://www.medeserv.com.au/asum/open/home.htm",,"Dr William Garrett","Open by appointment. Reference assistance available in person and by telephone. No copying services available.","Minimum age 18 years. Letter of request to visit and proof of identity required.","The Society was founded in 1970 and appropriate records and other archival material is kept. (95% in-house).",,,,"<ul> <li>Australasian Society for Ultrasound in Medicine Minutes 1970-</li> </ul>",,,,"2010-10-11","669","1","NSW"
"28","National Archives of Australia, Sydney Office","120 Miller Road, Chester Hill 2162
","Locked Bag 4, Chester Hill NSW 2162
","(02) 9645-0110 (reference service) / 9645-0100 (general enquiries)","(02) 9645-0108","http://www.naa.gov.au","archives@naa.gov.au","Director","The Reading Room is open Wed-Fri 9:00am-4:30pm (extended opening until 5:30pm by prior arrangement only); closed public holidays.
","A closed period of 30 years applies to most records. Official research may be carried out by authorised departmental officers. A reader's ticket is issued to all researchers who wish to request material.
","The National Archives of Australia holds a fascinating array of material, one of the most important collections of documentary heritage in the country. The Archives is the official repository for Commonwealth Government records and the personal papers of people with close links to the Commonwealth, such as federal politicians and senior public servants. 
<p>
The Archives preserves valuable records created by Commonwealth departments and makes them accessible to present and future generations. Nationally, it stores hundreds of thousands of records, mainly files, but also film and photographs, magnetic tapes, maps and artefacts. The <em>Archives Act 1983</em> allows access to Commonwealth records generally once they are thirty years old.
</p>
","138,300 m.","Reference Officer",,"<ul>
	<li>The National Archives of Australia holds records covering all facets of Commonwealth Government activity since Federation in 1901, as well as some earlier records for activities that were transferred from the colonies to the Commonwealth Government. 
	<p>
	The National Archives of Australia Sydney Office holds Post Office files dating from 1850; crew and passenger lists (for the Port of Sydney from 1923 and the Port of Newcastle from 1865); and naval ships log books dating from 1855. The earliest document we hold is an 1804 deed of title signed by Governor Philip King approving the purchase of land, on which now stands the GPO Sydney. We also hold a number of records from the Old Government Observatory in Parramatta. The Sydney Office holds significant audiovisual records from the ABC, Film Australia, the Australian Film, Television and Radio School and SBS.
	</p>
	</li>
</ul>
",,,,"2010-10-11","670","1","NSW"
"29","Australian Broadcasting Corporation (ABC) Document Archives","ABC TV Studios, 221 Pacific Highway, Gore Hill 2065","GPO Box 9994, Sydney 2001","(02) 9950-3203","(02) 9950-3369","http://www.abc.net.au/",,"Document Archivist","Open Mon-Fri by appointment; closed public holidays and Christmas - New Year period. General reference assistance available. Copying services available for books, journals, original records to A3, microfilms and photographs.","Minimum age 18 years. Researchers should have exhausted secondary sources. Two weeks' advance notice of visit required and topic of research should be stated. Closed period of 30 years applies to most records (provisions of the Archives Act 1983 apply). Access to records not normally available for research can be gained by clearance through ABC Document Archives.","Documents (including photographs and publications) produced since the foundation of the Australian Broadcasting Commission in 1932, reflecting its activities in radio and television broadcasting and concert giving. Most ABC material has been accessioned by Australian Archives; the collection retained by ABC Document Archives is of material which has the greatest continuing in-house use.","400m (95% in-house).",,,"<ul> <li>Australian Broadcasting Corporation - various departments: Photographs 1932- (70m); Publications (including <em>ABC Weekly</em>, <em>TV Times</em>, <em>24 Hours</em>) 1939-(35m); Minutes of the Commission 1932- ; Annual reports 1933-; <em>Radio Active</em>, later <em>Scan</em>, (house journals) 1947-1990.</li> <li>Radio Drama and Features: Scripts 1936- .</li> <li>Talks: Scripts 1937- .</li> <li>Television -various departments: Production files and scripts 1956-.</li> <li>ABC Concerts: Concert programs 1933- .</li> </ul>",,,,"2010-10-11","671","1","NSW"
